"cik_code","form_type","doc_link","com_link","filing_date"
"3794","497K","http://www.sec.gov/Archives/edgar/data/3794/000119312513119743/d503258d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=3794","2013-03-21"
"717316","485APOS","http://www.sec.gov/Archives/edgar/data/717316/000071731609000030/pea45-2009.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=717316","2009-10-21"
"1547625","N-Q","http://www.sec.gov/Archives/edgar/data/1547625/000092242313000108/kl03045.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1547625","2013-03-21"
"881773","497K","http://www.sec.gov/Archives/edgar/data/881773/000088177313000022/dreyfusglobalrealesta-520132.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=881773","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000547/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000548/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000549/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000550/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000551/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000552/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000553/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000554/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000555/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000556/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000557/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000558/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000559/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"716792","497K","http://www.sec.gov/Archives/edgar/data/716792/000089843213000560/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=716792","2013-03-21"
"1364608","485APOS","http://www.sec.gov/Archives/edgar/data/1364608/000144554610000428/etf2_485a.txt","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1364608","2010-01-22"
"891079","497K","http://www.sec.gov/Archives/edgar/data/891079/000119312513119693/d507394d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=891079","2013-03-21"
"357238","497K","http://www.sec.gov/Archives/edgar/data/357238/000095012313001699/b91311a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=357238","2013-03-21"
"357238","497K","http://www.sec.gov/Archives/edgar/data/357238/000095012313001701/b91311a2e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=357238","2013-03-21"
"45288","497K","http://www.sec.gov/Archives/edgar/data/45288/000095012313001702/b91304a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=45288","2013-03-21"
"45288","497K","http://www.sec.gov/Archives/edgar/data/45288/000095012313001703/b91305a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=45288","2013-03-21"
"45288","497K","http://www.sec.gov/Archives/edgar/data/45288/000095012313001704/b91306a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=45288","2013-03-21"
"45288","497K","http://www.sec.gov/Archives/edgar/data/45288/000095012313001705/b91303a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=45288","2013-03-21"
"1037897","497K","http://www.sec.gov/Archives/edgar/data/1037897/000119312513119408/d505623d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1037897","2013-03-21"
"1037897","497K","http://www.sec.gov/Archives/edgar/data/1037897/000119312513119421/d505647d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1037897","2013-03-21"
"1037897","497K","http://www.sec.gov/Archives/edgar/data/1037897/000119312513119433/d505675d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1037897","2013-03-21"
"880366","485APOS","http://www.sec.gov/Archives/edgar/data/880366/000119312513118623/d493111d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=880366","2013-03-21"
"880366","485APOS","http://www.sec.gov/Archives/edgar/data/880366/000119312513119299/d502661d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=880366","2013-03-21"
"1137360","497K","http://www.sec.gov/Archives/edgar/data/1137360/000093041313001772/c72559_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137360","2013-03-21"
"1071336","497K","http://www.sec.gov/Archives/edgar/data/1071336/000119312513118856/d505814d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1071336","2013-03-21"
"722885","485APOS","http://www.sec.gov/Archives/edgar/data/722885/000072288513000030/riskparityafiling3192013.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=722885","2013-03-21"
"1283381","N-Q","http://www.sec.gov/Archives/edgar/data/1283381/000111183013000248/fp0006809_nq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1283381","2013-03-21"
"1423227","497K","http://www.sec.gov/Archives/edgar/data/1423227/000095012313001751/y30329a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1423227","2013-03-22"
"858372","N-Q","http://www.sec.gov/Archives/edgar/data/858372/000008805313000306/nq013113cat_gas.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=858372","2013-03-22"
"858372","N-Q","http://www.sec.gov/Archives/edgar/data/858372/000008805313000307/nq013113cat_mm.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=858372","2013-03-22"
"858372","N-Q","http://www.sec.gov/Archives/edgar/data/858372/000008805313000308/nq013112cat_te.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=858372","2013-03-22"
"860489","N-Q","http://www.sec.gov/Archives/edgar/data/860489/000008805313000309/nq013113cerf.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=860489","2013-03-22"
"1093439","N-Q","http://www.sec.gov/Archives/edgar/data/1093439/000119312513121633/d507481dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1093439","2013-03-22"
"1359768","N-Q","http://www.sec.gov/Archives/edgar/data/1359768/000110465913023247/a13-8020_1nq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1359768","2013-03-22"
"1547679","485APOS","http://www.sec.gov/Archives/edgar/data/1547679/000116204413000331/dms485apos201303.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1547679","2013-03-22"
"887590","N-Q","http://www.sec.gov/Archives/edgar/data/887590/000008805313000316/nq013113ghi_inc.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=887590","2013-03-22"
"793597","N-Q","http://www.sec.gov/Archives/edgar/data/793597/000008805313000312/nq013113egb.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=793597","2013-03-22"
"793597","N-Q","http://www.sec.gov/Archives/edgar/data/793597/000008805313000314/nq013113emfi.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=793597","2013-03-22"
"793597","N-Q","http://www.sec.gov/Archives/edgar/data/793597/000008805313000319/nq013113gscg.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=793597","2013-03-22"
"747677","N-Q","http://www.sec.gov/Archives/edgar/data/747677/000008805313000310/nq013113cfi.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=747677","2013-03-22"
"747677","N-Q","http://www.sec.gov/Archives/edgar/data/747677/000008805313000315/nq013113ghi.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=747677","2013-03-22"
"747677","N-Q","http://www.sec.gov/Archives/edgar/data/747677/000008805313000321/nq013113sgs.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=747677","2013-03-22"
"747677","N-Q","http://www.sec.gov/Archives/edgar/data/747677/000008805313000324/nq013113uif.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=747677","2013-03-22"
"747677","N-Q","http://www.sec.gov/Archives/edgar/data/747677/000008805313000325/nq013113usd.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=747677","2013-03-22"
"88053","N-Q","http://www.sec.gov/Archives/edgar/data/88053/000008805313000311/nq013113die.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88053","2013-03-22"
"88053","N-Q","http://www.sec.gov/Archives/edgar/data/88053/000008805313000313/nq013113eme.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88053","2013-03-22"
"88053","N-Q","http://www.sec.gov/Archives/edgar/data/88053/000008805313000320/nq013113laef.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88053","2013-03-22"
"88053","N-Q","http://www.sec.gov/Archives/edgar/data/88053/000008805313000326/nq013113wdf.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88053","2013-03-22"
"95603","N-Q","http://www.sec.gov/Archives/edgar/data/95603/000008805313000317/nq013113gib.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=95603","2013-03-22"
"203142","N-Q","http://www.sec.gov/Archives/edgar/data/203142/000008805313000322/nq013113stmb.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=203142","2013-03-22"
"88048","N-Q","http://www.sec.gov/Archives/edgar/data/88048/000008805313000318/nq013113gol.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88048","2013-03-22"
"88048","N-Q","http://www.sec.gov/Archives/edgar/data/88048/000008805313000323/nq013113tech.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=88048","2013-03-22"
"1365151","497K","http://www.sec.gov/Archives/edgar/data/1365151/000153442413000134/rhf13-0572.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1365151","2013-03-22"
"1365151","497K","http://www.sec.gov/Archives/edgar/data/1365151/000153442413000136/rhf13-0573.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1365151","2013-03-22"
"1365151","497K","http://www.sec.gov/Archives/edgar/data/1365151/000153442413000138/rhf13-0574.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1365151","2013-03-22"
"745968","N-Q","http://www.sec.gov/Archives/edgar/data/745968/000131814813000617/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=745968","2013-03-22"
"879569","497K","http://www.sec.gov/Archives/edgar/data/879569/000131814813000600/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=879569","2013-03-22"
"789281","497K","http://www.sec.gov/Archives/edgar/data/789281/000131814813000604/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=789281","2013-03-22"
"789281","497K","http://www.sec.gov/Archives/edgar/data/789281/000131814813000606/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=789281","2013-03-22"
"789281","N-Q","http://www.sec.gov/Archives/edgar/data/789281/000131814813000619/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=789281","2013-03-22"
"789281","N-Q","http://www.sec.gov/Archives/edgar/data/789281/000131814813000620/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=789281","2013-03-22"
"861469","N-Q","http://www.sec.gov/Archives/edgar/data/861469/000131814813000622/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=861469","2013-03-22"
"925723","N-Q","http://www.sec.gov/Archives/edgar/data/925723/000131814813000621/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=925723","2013-03-22"
"889388","497K","http://www.sec.gov/Archives/edgar/data/889388/000131814813000602/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=889388","2013-03-22"
"357236","N-Q","http://www.sec.gov/Archives/edgar/data/357236/000131814813000615/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=357236","2013-03-22"
"912763","497K","http://www.sec.gov/Archives/edgar/data/912763/000131814813000598/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=912763","2013-03-22"
"1088323","497K","http://www.sec.gov/Archives/edgar/data/1088323/000116204413000324/forestertlx497k201303.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1088323","2013-03-22"
"1088323","497K","http://www.sec.gov/Archives/edgar/data/1088323/000116204413000325/foresteralx497k201303.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1088323","2013-03-22"
"1088323","497K","http://www.sec.gov/Archives/edgar/data/1088323/000116204413000327/foresterilx497k201303.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1088323","2013-03-22"
"1088323","497K","http://www.sec.gov/Archives/edgar/data/1088323/000116204413000328/foresterrlx497k201303.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1088323","2013-03-22"
"1491978","N-Q","http://www.sec.gov/Archives/edgar/data/1491978/000119312513121415/d502803dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1491978","2013-03-22"
"835663","N-Q","http://www.sec.gov/Archives/edgar/data/835663/000095012313001736/b30214a1nvq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=835663","2013-03-22"
"884381","N-Q","http://www.sec.gov/Archives/edgar/data/884381/000095012313001737/b30215a1nvq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=884381","2013-03-22"
"822977","497K","http://www.sec.gov/Archives/edgar/data/822977/000119312513121512/d508155d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=822977","2013-03-22"
"1006415","497K","http://www.sec.gov/Archives/edgar/data/1006415/000110465913023451/a13-8224_1497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1006415","2013-03-22"
"1141306","497K","http://www.sec.gov/Archives/edgar/data/1141306/000089180413000393/hend56518emof-497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1141306","2013-03-22"
"1055744","N-Q","http://www.sec.gov/Archives/edgar/data/1055744/000119312513119813/d506944dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1055744","2013-03-22"
"1217286","497K","http://www.sec.gov/Archives/edgar/data/1217286/000119312513122363/d508536d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1217286","2013-03-22"
"1217286","497K","http://www.sec.gov/Archives/edgar/data/1217286/000119312513122364/d508532d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1217286","2013-03-22"
"1331971","485APOS","http://www.sec.gov/Archives/edgar/data/1331971/000113322813000739/e338918_485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1331971","2013-03-22"
"826735","N-Q","http://www.sec.gov/Archives/edgar/data/826735/000119312513121934/d476170dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=826735","2013-03-22"
"801961","N-Q","http://www.sec.gov/Archives/edgar/data/801961/000119312513121732/d476061dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=801961","2013-03-22"
"63075","N-Q","http://www.sec.gov/Archives/edgar/data/63075/000119312513121587/d476004dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=63075","2013-03-22"
"63075","N-Q","http://www.sec.gov/Archives/edgar/data/63075/000119312513121658/d475478dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=63075","2013-03-22"
"863032","N-Q","http://www.sec.gov/Archives/edgar/data/863032/000119312513121836/d473115dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=863032","2013-03-22"
"764719","N-Q","http://www.sec.gov/Archives/edgar/data/764719/000119312513121897/d476026dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=764719","2013-03-22"
"764719","N-Q","http://www.sec.gov/Archives/edgar/data/764719/000119312513121973/d476098dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=764719","2013-03-22"
"856128","N-Q","http://www.sec.gov/Archives/edgar/data/856128/000119312513121784/d476143dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=856128","2013-03-22"
"856517","N-Q","http://www.sec.gov/Archives/edgar/data/856517/000131814813000623/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=856517","2013-03-22"
"856517","N-Q","http://www.sec.gov/Archives/edgar/data/856517/000131814813000624/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=856517","2013-03-22"
"1041673","485APOS","http://www.sec.gov/Archives/edgar/data/1041673/000119312513121840/d506914d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1041673","2013-03-22"
"1137761","497K","http://www.sec.gov/Archives/edgar/data/1137761/000119312513122469/d508305d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137761","2013-03-22"
"1137761","497K","http://www.sec.gov/Archives/edgar/data/1137761/000119312513122470/d508291d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137761","2013-03-22"
"1137761","497K","http://www.sec.gov/Archives/edgar/data/1137761/000119312513122473/d508295d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137761","2013-03-22"
"1137761","497K","http://www.sec.gov/Archives/edgar/data/1137761/000119312513122475/d508299d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137761","2013-03-22"
"1137761","497K","http://www.sec.gov/Archives/edgar/data/1137761/000119312513122483/d508286d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137761","2013-03-22"
"1140411","N-Q","http://www.sec.gov/Archives/edgar/data/1140411/000119312513122200/d492505dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1140411","2013-03-22"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513121533/d507971d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-22"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513121537/d507971d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-22"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513121541/d507971d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-22"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513121543/d507971d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-22"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513121544/d507971d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-22"
